ID,UTTERANCE,CORE RELATIONS
1509,please show me movies starring denzel washington,movie.starring.actor
1510,show me movies starring denzel washington,movie.starring.actor
1511,all the movies by kareena,movie.starring.actor
1512,find movies of kareena,movie.starring.actor
1513,kareena's movies,movie.starring.actor
1514,look for kareena's movies,movie.starring.actor
1515,find prison break movies,NO_REL
1516,find movies produced by spike lee,movie.produced_by
1517,has spike lee produced any films,movie.produced_by
1518,search for movies produced by spike lee,movie.produced_by
1519,give me a list of woody allen films,movie.directed_by
1520,show all movies directed by woody allen,movie.directed_by
1521,woody movies,movie.directed_by
1522,please find all movies woody allen has directed,movie.directed_by
1523,what movies were directed by woody allen,movie.directed_by
1524,which movies does gabrielle union come out in,movie.starring.actor
1525,give me anything directed by robert wise,movie.directed_by
1526,list all robert wise movies,movie.directed_by
1527,show me a list of movies directed by robert wise,movie.directed_by
1528,what are all of the movies directed by robert wise,movie.directed_by
1529,list all of the movies that have been directed by robert wise,movie.directed_by
1530,what are all movies produced by chris nolan,movie.produced_by
1531,show me movies in german,movie.language
1532,display movies in german,movie.language
1533,do you have in movies in german,movie.language
1534,i only want to see movies in german,movie.language
1535,watch movies in german language,movie.language
1536,find films in german,movie.language
1537,get german language films,movie.language
1538,show movies in german,movie.language
1539,show back to the future movies,NO_REL
1540,show me back to the future movies,NO_REL
1541,movie results for back to the future,NO_REL
1542,show me a list of movies that christian bale has starred in during his career,movie.starring.actor
1543,what are all of the movies acted in by the actor christian bale,movie.starring.actor
1544,what are all the movies played in by chrisian bale,movie.starring.actor
1545,what movies has christian bale acted in,movie.starring.actor
1546,what movies has christian bale appeared in,movie.starring.actor
1547,what movies have christian bale played in,movie.starring.actor
1548,what movies and upcoming movies will christian bale star in,movie.starring.actor
1549,find me movies by jj abrams,movie.directed_by
1550,brad pitt movie now,movie.starring.actor
1551,brad pitt movies,movie.starring.actor
1552,can you please list all movies with brad pitt,movie.starring.actor
1553,can you please list all movies with brad pitt,movie.starring.actor
1554,can you please list the movies brad pitt has acted in,movie.starring.actor
1555,can you show me a movie with brad pitt,movie.starring.actor
1556,i want to watch movies with brad pitt,movie.starring.actor
1557,list all brad pitt movies,movie.starring.actor
1558,list all brad pitt's movies,movie.starring.actor
1559,list brad pitt movies,movie.starring.actor
1560,look for movies with brad pitt in them,movie.starring.actor
1561,movie with brad pitt,movie.starring.actor
1562,show all brad pitt movies,movie.starring.actor
1563,show brad pitt movies,movie.starring.actor
1564,show me brad pitt movies,movie.starring.actor
1565,show movies with brad pitt,movie.starring.actor
1566,what movie brad pitt in,movie.starring.actor
1567,what movies have brad pitt,movie.starring.actor
1568,sort by all brad pitt movies,movie.starring.actor movie.directed_by
1569,what movies did tom hanks direct that he also starred in,movie.starring.actor movie.directed_by
1570,show me a list of all movies directed by tom hanks starting with newest to oldest,movie.directed_by movie.initial_release_date
1571,angelina jolie's latest movie,movie.starring.actor movie.initial_release_date
1572,movies from scotland,movie.country
1573,give me a list of r rated movies,movie.rating
1574,i want to look for movies with an r rating,movie.rating
1575,i want to see all movies with a r rating,movie.rating
1576,please look up r rated movies,movie.rating
1577,rate r movies for adult enterainment,movie.rating
1578,show me all r -rated movies,movie.rating
1579,show me movies that are rated r,movie.rating
1580,find movies with r ratings,movie.rating
1581,find rated r movies,movie.rating
1582,i want to find movies rated r,movie.rating
1583,i want to view movies that are rated r,movie.rating
1584,look up r rated movies,movie.rating
1585,movies with r rating,movie.rating
1586,r - rated,movie.rating
1587,r rated movies,movie.rating
1588,show me movies with a rating of r,movie.rating
1589,what are a list of movies with an r rating,movie.rating
1590,are there any movies that are rated r,movie.rating
1591,compile a list of movies with a r rating,movie.rating
1592,i want an r rated movie,movie.rating
1593,list all rated r movies,movie.rating
1594,r rated movies,movie.rating
1595,search for r rated movies,movie.rating
1596,show me a list of movies with r rating,movie.rating
1597,show me all rated r movies,movie.rating
1598,show me r movies,movie.rating
1599,show me r rated movies,movie.rating
1600,show only rated r movies,movie.rating
1601,what are movies that have a r rating,movie.rating
1602,which movies are rated r,movie.rating
1603,what other videos does the country norway have,movie.country
1604,a showing of movies that are in spanish,movie.language
1605,can you find movies in spanish,movie.language
1606,search for movies in spanish,movie.language
1607,spanish language movies,movie.language
1608,i am looking for movies in spanish,movie.language
1609,i would like to watch movies that are spoken in spanish,movie.language
1610,list of movies in spanish,movie.language
1611,show me movies in spanish,movie.language
1612,can you show me a list of movies in spanish,movie.language
1613,find movies in spanish,movie.language
1614,find movies in spanish,movie.language
1615,give me movies in spanish,movie.language
1616,i would like a list of movies that have been made in spanish,movie.language
1617,movies in spanish,movie.language
1618,please make a list of movies that have been made in spanish,movie.language
1619,send me movies that are in spanish,movie.language
1620,show me movies in spanish,movie.language
1621,show me movies that are in spanish,movie.language
1622,give me swedish films,movie.country movie.language
1623,show me mexican films,movie.country
1624,show me movies made in south africa,movie.country
1625,list some sci fi movies,movie.genre
1626,show me scifi fantasy movies,movie.genre
1627,find scifi films,movie.genre
1628,list scifi,movie.genre
1629,what movies did matt damon appear in,movie.starring.actor
1630,sound of music robert wise,movie.directed_by
1631,can i watch a terry george film tonight,movie.directed_by
1632,get a list of animated films,movie.genre
1633,show me movies that are about scary zombies,movie.subjects
1634,is there a movie about the zombie apocolypse,movie.subjects
1635,i want to see a list about zombie horror films,movie.genre movie.subjects
